id,provider,name,address,geometry,categories,city,country,postcode,mapbox_id
59,Provider 1,Starbucks,11919 Preston Road,"{""coordinates"": [-96.8042431, 32.91135073], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752302710,dXJuOm1ieHBvaTphNDg2NWY2NC1mM2Q1LTRmNTQtOTYzMy1mNjc1ZTU3OWEzNTc
60,Provider 1,Starbucks,100 Highland Park Village,"{""coordinates"": [-96.80490465, 32.83599667], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,75205,dXJuOm1ieHBvaTpjMWZhMjkxNS04MDMwLTQyZmEtYTYzMS1mZDEyMjI5MTc5MGI
61,Provider 1,Starbucks,8411 Preston Rd,"{""coordinates"": [-96.80511286, 32.8652443], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752255516,dXJuOm1ieHBvaTpiNjdhNWIyMy0xNjJmLTRjNzQtOGVkNS1lMWQ1OGRiMDVkOWM
62,Provider 1,Starbucks,4023 Lemon Ave,"{""coordinates"": [-96.80854712, 32.81418643], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752193737,dXJuOm1ieHBvaTplODA0ZjI5MC1jNzc1LTRlNTktYWYzNy0wYjE5MjNkN2Y2Zjg
63,Provider 1,Walgreens Pharmacy,3802 Cedar Springs Rd,"{""coordinates"": [-96.80874063, 32.80989655], ""type"": ""Point""}",health_services;pharmacy;services,,US,75219,dXJuOm1ieHBvaTo2OGM3ZGM0ZC0yNWM3LTRmYTAtODhiOS1mM2JjMzY3MDQ1ZWI
64,Provider 1,Starbucks,2401 Victory Park Lane,"{""coordinates"": [-96.80946827, 32.7883777], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752197645,dXJuOm1ieHBvaTpjNzQ0NTc2NC1hNjFkLTQxZTgtOTRhOS1hYzU4OTQxMGM5MDU
65,Provider 1,Starbucks,2800 Oak Lawn,"{""coordinates"": [-96.81058088, 32.80709656], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752194128,dXJuOm1ieHBvaTpkY2IyMGQwNy1mNGI4LTQwNzItOGE3My1kNzc2ODNjYzBjNWE
66,Provider 1,Target Grocery,13131 Montfort Dr,"{""coordinates"": [-96.81334675, 32.92802778], ""type"": ""Point""}",grocery;shopping;supermarket,,US,75240,dXJuOm1ieHBvaTpjMmQ3MzEwOS05ZDA0LTQ2MTAtOGQzMy1iOTAwMDE1OTU1MDk
67,Provider 1,McDonald's,650 N Riverfront Blvd,"{""coordinates"": [-96.81446481, 32.7829324], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75207,dXJuOm1ieHBvaTo0ZjM5NzdhOC03NmM2LTRjMWEtOGE1Zi05NDBlODU4Mzg4ZTA
68,Provider 1,Starbucks,12262 Inwood Road,"{""coordinates"": [-96.81805914, 32.91519301], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752448019,dXJuOm1ieHBvaTpiZDFiNDkyMS03YTU0LTQ4ODMtODM1MS1kNDk1YTZlMDE5MjY
69,Provider 1,Starbucks,13350 Dallas Pkwy,"{""coordinates"": [-96.819832, 32.93015405], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752406874,dXJuOm1ieHBvaTo0MzgzNTc5ZC04ZjdjLTQ3OWEtYjI5Yi1iMzk1NGM1YTM3YmM
70,Provider 1,Tortas Insurgentes,201 Jefferson Blvd,"{""coordinates"": [-96.82480549, 32.74331023], ""type"": ""Point""}",food;food_and_drink;mexican_restaurant;restaurant,,US,75208,dXJuOm1ieHBvaTo5YTlmMzQ3Yy1jMDM5LTRjNmYtOTc5Ny1iOTgxMzNiYzA2MGQ
71,Provider 1,Starbucks,2050 N Stemmons Fwy,"{""coordinates"": [-96.82497379, 32.80291228], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,75207,dXJuOm1ieHBvaTphOTAxNGUzNy0zOWQ3LTQ3MGItYTBlOC04MDVmZjkzZjAxOTE
72,Provider 1,Saint Rocco's New York Italian,3011 Gulden Ln #100,"{""coordinates"": [-96.82816527, 32.77923579], ""type"": ""Point""}",food;food_and_drink;italian_restaurant;restaurant,,US,75212,dXJuOm1ieHBvaTplYzM4MDNjOC00ZDUxLTQ2OTUtYmNiZS0wYTAyZjAyMjRmM2Y
73,Provider 1,McDonald's,705 W Jefferson Blvd,"{""coordinates"": [-96.83438346, 32.7434437], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75208,dXJuOm1ieHBvaTphNTg2OGEwMi0yNzg5LTQ3NmEtYjc5MC0yMTU5NzZhOTM2MWU
74,Provider 1,Starbucks,1935 MEDICAL DISTRICT DR.,"{""coordinates"": [-96.83792142, 32.80955608], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,75235,dXJuOm1ieHBvaTplNDQ4NjM3Yi1jYTYwLTRlNmMtODQwOS0yZGY1YjY4YWNlNGM
75,Provider 1,Walgreens ATM,1060 W Camp Wisdom Rd,"{""coordinates"": [-96.83931851, 32.6617148], ""type"": ""Point""}",atm;bank;financial_services;services,,US,75232,dXJuOm1ieHBvaTpmY2M5MmJiMS0yYjVhLTQ0NjktODE2NC1kYmU4ODgzYWZiNTA
76,Provider 1,RideShare Parking,Hawes Ave & Aubrey Ave,"{""coordinates"": [-96.83976253, 32.83376382], ""type"": ""Point""}",office,,US,75235,dXJuOm1ieHBvaTo1NjRlOTg1NS0yOTk5LTQyNTEtYjY3MC1kYmNkZTYxN2MzY2Y
77,Provider 1,Walmart Home Services,4122 Lyndon B Johnson Fwy,"{""coordinates"": [-96.8401524, 32.92212352], ""type"": ""Point""}",care_services;health_services;services,,US,75244,dXJuOm1ieHBvaTo1YTg2NzBlOS1mNjgxLTQ2ZDItOGU0Yi02NGMxOWJhYWQzYTc
78,Provider 1,Chinese Kitchen,3939 S Polk St #203,"{""coordinates"": [-96.84153093, 32.69610178], ""type"": ""Point""}",chinese_restaurant;food;food_and_drink;restaurant,,US,75224,dXJuOm1ieHBvaTpiY2RkOTJhNy05ZjQ1LTQ5MjEtYjU1OC04NDVmZTNkYjMwM2Y
79,Provider 1,McDonald's,17606 Midway Rd,"{""coordinates"": [-96.84164933, 32.98791982], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75287,dXJuOm1ieHBvaTo3YjkyMGU4MS1hZjUxLTRlNzUtODhhNS00OWU1NzZjODNkOTI
80,Provider 1,Emily's Pizza & Pasta,18110 Midway Rd #104,"{""coordinates"": [-96.84253075, 32.99634462], ""type"": ""Point""}",fast_food;food;food_and_drink;pizza_restaurant,,US,75287,dXJuOm1ieHBvaTo3MDM4ZDgwMS1kYjFkLTQ4NzktYmU5ZC04NmY1NTI3MmZjM2I
81,Provider 1,Dallas Love Field ATM (Main Lobby - Sky Bridge Entrance),8008 Herb Kelleher Way,"{""coordinates"": [-96.84973173, 32.84477537], ""type"": ""Point""}",atm;bank;financial_services;services,,US,75235,dXJuOm1ieHBvaTo4NTYyMzdjYi1hMWUxLTRjMjQtOGViYy00ZjhjMTYwNWM1M2Y
82,Provider 1,McDonald's,3026 N Hampton Rd,"{""coordinates"": [-96.85602009, 32.77947328], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75212,dXJuOm1ieHBvaTpiNzU2OGYyMC1iNTUyLTRmZjgtOWY1NS0xNzMwMjVkMDMyOGY
83,Provider 1,Starbucks,3701 W Northwest Hwy,"{""coordinates"": [-96.85741108, 32.8608757], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752204906,dXJuOm1ieHBvaTowYzQ1YTU0NS1mN2E1LTRjMDMtOWMzOC0wNzRjYzFkMzIzNTQ
84,Provider 1,McDonald's,8435 S Hampton Rd,"{""coordinates"": [-96.8577111, 32.64464876], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75232,dXJuOm1ieHBvaTozNTVlNGFmZC0wYWY5LTQyZWYtOTgyMC1jOTAxOGFiNzQ5YzU
85,Provider 1,Walmart Connection Center,18121 Marsh Ln,"{""coordinates"": [-96.8578522, 32.99540321], ""type"": ""Point""}",phone_store;shopping,,US,75287,dXJuOm1ieHBvaTplYzBhZDk5Mi04NjJlLTQyZGUtYjlkNC03OGY2N2EwZWU1YTE
86,Provider 1,Starbucks,315 South Hampton,"{""coordinates"": [-96.85812457, 32.74255688], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752085618,dXJuOm1ieHBvaTo5MDNlYmQ0Ny05YzgwLTQzODAtYmFkMC1mY2VhNWI2MjhkMjY
87,Provider 1,McDonald's,2569 W Red Bird Ln,"{""coordinates"": [-96.86068685, 32.6707349], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75237,dXJuOm1ieHBvaTplYjJiNzVjYy04ZmYwLTQ5NWEtYWVlMC0yZTBkZDMzZWIyZjQ
88,Provider 1,McDonald's,3520 Storey Ln,"{""coordinates"": [-96.86405724, 32.86524574], ""type"": ""Point""}",fast_food;food;food_and_drink,,US,75220,dXJuOm1ieHBvaTpjMjA4OWExNS1mNDFkLTRjMDMtODI5OS1mNGE1YTcwYWRhNmM
89,Provider 1,Starbucks,1103 W Mockingbird Ln,"{""coordinates"": [-96.87079584, 32.81824869], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752475005,dXJuOm1ieHBvaTphMWNiOTBmNC0yOTM5LTQ4ZTktYmIwMi1iMWQ0N2M3NzRmNGQ
90,Provider 1,COVID-19 Drive-Thru Testing at Walgreens,1104 S Westmoreland Rd,"{""coordinates"": [-96.87351805, 32.73403434], ""type"": ""Point""}",health_services;pharmacy;services,,US,75211,dXJuOm1ieHBvaTpmNmVhZmEyNy1lOWMxLTRlMmItODk2Zi0zMzgyN2Y0MzkwYmY
91,Provider 1,Starbucks,3620 W Camp Wisdom Road,"{""coordinates"": [-96.87933306, 32.6617881], ""type"": ""Point""}",cafe;coffee;coffee_shop;food;food_and_drink,,US,752372508,dXJuOm1ieHBvaTozZjhiYjZiZi1iZjljLTQzZGYtOTM2OC1kZTQ0ZWMzOTY4ZmM
